Time,Campaign ID,Age group,Channel Name,Spending,Number of Views,Number of Leads
Apr-16,Apr2016_6,65 and above,LinkedIn,0.18,47,60
Apr-16,Apr2016_6,65 and above,Google banner ads,0.2,88,90
Apr-16,Apr2016_6,65 and above,TikTok ads,0.25,79,212
Apr-16,Apr2016_6,65 and above,Email,0.12,53,60
Apr-16,Apr2016_6,65 and above,Sponsored search ads,0.18,74,121
Apr-16,Apr2016_6,65 and above,Influencer,0.21,42,0
Apr-17,Apr2017_1,35-44,Google banner ads,0.89,308,328
Apr-17,Apr2017_1,35-44,TV ads,0.74,257,89
Apr-17,Apr2017_1,35-44,Sponsored search ads,0.82,315,119
Apr-17,Apr2017_1,35-44,Facebook ads,1.04,341,417
Apr-17,Apr2017_1,35-44,LinkedIn,0.82,213,477
Apr-17,Apr2017_1,55-64,Google banner ads,0.69,446,596
Apr-17,Apr2017_1,55-64,TV ads,0.57,426,894
Apr-17,Apr2017_1,55-64,Sponsored search ads,0.63,392,298
Apr-17,Apr2017_1,55-64,Facebook ads,0.8,537,1521
Apr-17,Apr2017_1,55-64,LinkedIn,0.63,232,477
Apr-17,Apr2017_1,25-34,Google banner ads,0.96,601,656
Apr-17,Apr2017_1,25-34,TV ads,0.8,391,208
Apr-17,Apr2017_1,25-34,Sponsored search ads,0.88,297,119
Apr-17,Apr2017_1,25-34,Facebook ads,1.12,596,1163
Apr-17,Apr2017_1,25-34,LinkedIn,0.88,625,1073
Apr-17,Apr2017_1,65 and above,Google banner ads,0.62,235,89
Apr-17,Apr2017_1,65 and above,TV ads,0.51,357,536
Apr-17,Apr2017_1,65 and above,Sponsored search ads,0.57,351,89
Apr-17,Apr2017_1,65 and above,Facebook ads,0.72,357,417
Apr-17,Apr2017_1,65 and above,LinkedIn,0.57,150,328
Apr-17,Apr2017_2,35-44,Influencer,0.05,28,29
Apr-17,Apr2017_2,35-44,Instagram Ads,0.05,33,59
Apr-17,Apr2017_2,35-44,Email,0.03,13,0
Apr-17,Apr2017_2,35-44,TV ads,0.04,22,29
Apr-17,Apr2017_2,35-44,LinkedIn,0.04,29,0
Apr-17,Apr2017_2,35-44,Radio ads,0.04,12,0
Apr-17,Apr2017_2,35-44,TikTok ads,0.06,34,29
Apr-17,Apr2017_2,35-44,Newspaper ads,0.03,18,29
Apr-17,Apr2017_2,35-44,Facebook ads,0.06,20,29
Apr-17,Apr2017_2,35-44,Google banner ads,0.05,32,29
Apr-17,Apr2017_2,35-44,Sponsored search ads,0.04,24,0
Apr-17,Apr2017_2,45-54,Influencer,0.04,29,59
Apr-17,Apr2017_2,45-54,Instagram Ads,0.04,21,0
Apr-17,Apr2017_2,45-54,Email,0.02,14,0
Apr-17,Apr2017_2,45-54,TV ads,0.03,24,0
Apr-17,Apr2017_2,45-54,LinkedIn,0.04,10,0
Apr-17,Apr2017_2,45-54,Radio ads,0.03,14,0
Apr-17,Apr2017_2,45-54,TikTok ads,0.05,38,29
Apr-17,Apr2017_2,45-54,Newspaper ads,0.03,16,0
Apr-17,Apr2017_2,45-54,Facebook ads,0.05,25,59
Apr-17,Apr2017_2,45-54,Google banner ads,0.04,21,0
Apr-17,Apr2017_2,45-54,Sponsored search ads,0.04,13,29
Apr-17,Apr2017_2,18-24,Influencer,0.06,45,29
Apr-17,Apr2017_2,18-24,Instagram Ads,0.06,37,59
Apr-17,Apr2017_2,18-24,Email,0.03,19,29
Apr-17,Apr2017_2,18-24,TV ads,0.05,18,29
Apr-17,Apr2017_2,18-24,LinkedIn,0.05,24,29
Apr-17,Apr2017_2,18-24,Radio ads,0.04,19,29
Apr-17,Apr2017_2,18-24,TikTok ads,0.07,29,29
Apr-17,Apr2017_2,18-24,Newspaper ads,0.04,22,0
Apr-17,Apr2017_2,18-24,Facebook ads,0.07,27,29
Apr-17,Apr2017_2,18-24,Google banner ads,0.06,16,29
Apr-17,Apr2017_2,18-24,Sponsored search ads,0.05,33,0
Apr-17,Apr2017_2,65 and above,Influencer,0.04,22,29
Apr-17,Apr2017_2,65 and above,Instagram Ads,0.04,16,0
Apr-17,Apr2017_2,65 and above,Email,0.02,14,0
Apr-17,Apr2017_2,65 and above,TV ads,0.03,9,0
Apr-17,Apr2017_2,65 and above,LinkedIn,0.03,17,29
Apr-17,Apr2017_2,65 and above,Radio ads,0.03,19,0
Apr-17,Apr2017_2,65 and above,TikTok ads,0.04,26,59
Apr-17,Apr2017_2,65 and above,Newspaper ads,0.02,11,0
Apr-17,Apr2017_2,65 and above,Facebook ads,0.04,18,0
Apr-17,Apr2017_2,65 and above,Google banner ads,0.03,20,29
Apr-17,Apr2017_2,65 and above,Sponsored search ads,0.03,9,0
Apr-17,Apr2017_2,25-34,Influencer,0.06,41,0
Apr-17,Apr2017_2,25-34,Instagram Ads,0.06,32,29
Apr-17,Apr2017_2,25-34,Email,0.03,13,0
Apr-17,Apr2017_2,25-34,TV ads,0.04,14,0
Apr-17,Apr2017_2,25-34,LinkedIn,0.05,21,29
Apr-17,Apr2017_2,25-34,Radio ads,0.04,13,0
Apr-17,Apr2017_2,25-34,TikTok ads,0.07,49,59
Apr-17,Apr2017_2,25-34,Newspaper ads,0.04,16,0
Apr-17,Apr2017_2,25-34,Facebook ads,0.06,27,59
Apr-17,Apr2017_2,25-34,Google banner ads,0.05,26,29
Apr-17,Apr2017_2,25-34,Sponsored search ads,0.05,25,0
Apr-17,Apr2017_2,55-64,Influencer,0.04,16,29
Apr-17,Apr2017_2,55-64,Instagram Ads,0.04,21,29
Apr-17,Apr2017_2,55-64,Email,0.02,9,0
Apr-17,Apr2017_2,55-64,TV ads,0.03,20,0
Apr-17,Apr2017_2,55-64,LinkedIn,0.03,19,0
Apr-17,Apr2017_2,55-64,Radio ads,0.03,20,29
Apr-17,Apr2017_2,55-64,TikTok ads,0.05,27,29
Apr-17,Apr2017_2,55-64,Newspaper ads,0.03,16,0
Apr-17,Apr2017_2,55-64,Facebook ads,0.04,30,29
Apr-17,Apr2017_2,55-64,Google banner ads,0.04,10,0
Apr-17,Apr2017_2,55-64,Sponsored search ads,0.03,21,29
Apr-17,Apr2017_3,65 and above,Instagram Ads,0.07,41,0
Apr-17,Apr2017_3,65 and above,Email,0.04,18,0
Apr-17,Apr2017_3,65 and above,TikTok ads,0.08,44,29
Apr-17,Apr2017_3,65 and above,Radio ads,0.05,18,0
Apr-17,Apr2017_3,35-44,Instagram Ads,0.1,57,0
Apr-17,Apr2017_3,35-44,Email,0.05,21,29
Apr-17,Apr2017_3,35-44,TikTok ads,0.11,56,149
Apr-17,Apr2017_3,35-44,Radio ads,0.07,46,29
Apr-17,Apr2017_3,45-54,Instagram Ads,0.08,51,29
Apr-17,Apr2017_3,45-54,Email,0.05,15,29
Apr-17,Apr2017_3,45-54,TikTok ads,0.1,41,29
Apr-17,Apr2017_3,45-54,Radio ads,0.06,42,0
Apr-17,Apr2017_4,25-34,Radio ads,0.81,427,328
Apr-17,Apr2017_4,25-34,Facebook ads,1.26,341,507
Apr-17,Apr2017_4,25-34,TV ads,0.9,463,268
Apr-17,Apr2017_4,25-34,TikTok ads,1.35,378,328
Apr-17,Apr2017_4,25-34,Email,0.63,177,59
Apr-17,Apr2017_4,25-34,Influencer,1.17,553,1342
Apr-17,Apr2017_4,25-34,Google banner ads,1.08,629,1312
Apr-17,Apr2017_4,25-34,Instagram Ads,1.17,447,119
Apr-17,Apr2017_4,65 and above,Radio ads,0.52,248,298
Apr-17,Apr2017_4,65 and above,Facebook ads,0.81,587,268
Apr-17,Apr2017_4,65 and above,TV ads,0.58,370,477
Apr-17,Apr2017_4,65 and above,TikTok ads,0.87,578,924
Apr-17,Apr2017_4,65 and above,Email,0.4,267,387
Apr-17,Apr2017_4,65 and above,Influencer,0.75,339,954
Apr-17,Apr2017_4,65 and above,Google banner ads,0.69,302,715
Apr-17,Apr2017_4,65 and above,Instagram Ads,0.75,213,89
Apr-17,Apr2017_4,55-64,Radio ads,0.58,271,477
Apr-17,Apr2017_4,55-64,Facebook ads,0.9,499,178
Apr-17,Apr2017_4,55-64,TV ads,0.64,385,238
Apr-17,Apr2017_4,55-64,TikTok ads,0.96,703,835
Apr-17,Apr2017_4,55-64,Email,0.45,171,178
Apr-17,Apr2017_4,55-64,Influencer,0.83,601,954
Apr-17,Apr2017_4,55-64,Google banner ads,0.77,361,626
Apr-17,Apr2017_4,55-64,Instagram Ads,0.83,599,656
Apr-17,Apr2017_4,45-54,Radio ads,0.64,217,387
Apr-17,Apr2017_4,45-54,Facebook ads,0.99,491,208
Apr-17,Apr2017_4,45-54,TV ads,0.71,362,626
Apr-17,Apr2017_4,45-54,TikTok ads,1.06,634,1879
Apr-17,Apr2017_4,45-54,Email,0.49,228,357
Apr-17,Apr2017_4,45-54,Influencer,0.92,264,656
Apr-17,Apr2017_4,45-54,Google banner ads,0.85,254,686
Apr-17,Apr2017_4,45-54,Instagram Ads,0.92,390,447
Apr-17,Apr2017_4,18-24,Radio ads,0.87,360,1014
Apr-17,Apr2017_4,18-24,Facebook ads,1.35,1001,2893
Apr-17,Apr2017_4,18-24,TV ads,0.96,582,328
Apr-17,Apr2017_4,18-24,TikTok ads,1.44,642,686
Apr-17,Apr2017_4,18-24,Email,0.67,408,656
Apr-17,Apr2017_4,18-24,Influencer,1.25,701,208
Apr-17,Apr2017_4,18-24,Google banner ads,1.16,743,2118
Apr-17,Apr2017_4,18-24,Instagram Ads,1.25,734,1879
Apr-17,Apr2017_5,65 and above,Radio ads,0.19,72,119
Apr-17,Apr2017_5,65 and above,LinkedIn,0.23,154,178
Apr-17,Apr2017_5,65 and above,Email,0.15,54,29
Apr-17,Apr2017_5,65 and above,Newspaper ads,0.17,109,149
Apr-17,Apr2017_5,65 and above,Sponsored search ads,0.23,138,268
Apr-17,Apr2017_5,65 and above,TV ads,0.21,83,59
Apr-17,Apr2017_5,65 and above,Facebook ads,0.29,90,29
Apr-17,Apr2017_5,65 and above,Google banner ads,0.25,72,59
Apr-17,Apr2017_5,65 and above,Influencer,0.27,163,89
Apr-17,Apr2017_5,65 and above,TikTok ads,0.31,159,149
Apr-17,Apr2017_5,25-34,Radio ads,0.29,146,328
Apr-17,Apr2017_5,25-34,LinkedIn,0.35,135,149
Apr-17,Apr2017_5,25-34,Email,0.23,138,238
Apr-17,Apr2017_5,25-34,Newspaper ads,0.26,76,149
Apr-17,Apr2017_5,25-34,Sponsored search ads,0.35,137,178
Apr-17,Apr2017_5,25-34,TV ads,0.32,120,208
Apr-17,Apr2017_5,25-34,Facebook ads,0.45,272,656
Apr-17,Apr2017_5,25-34,Google banner ads,0.38,275,328
Apr-17,Apr2017_5,25-34,Influencer,0.42,300,566
Apr-17,Apr2017_5,25-34,TikTok ads,0.48,215,566
Apr-17,Apr2017_5,55-64,Radio ads,0.21,111,149
Apr-17,Apr2017_5,55-64,LinkedIn,0.25,64,119
Apr-17,Apr2017_5,55-64,Email,0.16,46,29
Apr-17,Apr2017_5,55-64,Newspaper ads,0.18,134,89
Apr-17,Apr2017_5,55-64,Sponsored search ads,0.25,102,268
Apr-17,Apr2017_5,55-64,TV ads,0.23,96,89
Apr-17,Apr2017_5,55-64,Facebook ads,0.32,185,119
Apr-17,Apr2017_5,55-64,Google banner ads,0.27,203,208
Apr-17,Apr2017_5,55-64,Influencer,0.3,192,178
Apr-17,Apr2017_5,55-64,TikTok ads,0.34,133,59
Apr-17,Apr2017_6,18-24,Radio ads,0.01,7,0
Apr-17,Apr2017_6,18-24,Newspaper ads,0.01,5,0
Apr-17,Apr2017_6,18-24,TV ads,0.01,6,0
Apr-17,Apr2017_6,18-24,LinkedIn,0.01,9,0
Apr-17,Apr2017_6,18-24,Instagram Ads,0.02,9,0
Apr-17,Apr2017_6,18-24,Google banner ads,0.01,6,0
Apr-17,Apr2017_6,18-24,Influencer,0.02,10,0
Apr-17,Apr2017_6,18-24,Facebook ads,0.02,11,0
Apr-17,Apr2017_6,18-24,Email,0.01,3,0
Apr-17,Apr2017_6,18-24,TikTok ads,0.02,9,0
Apr-17,Apr2017_6,45-54,Radio ads,0.01,4,0
Apr-17,Apr2017_6,45-54,Newspaper ads,0.01,4,0
Apr-17,Apr2017_6,45-54,TV ads,0.01,2,0
Apr-17,Apr2017_6,45-54,LinkedIn,0.01,4,0
Apr-17,Apr2017_6,45-54,Instagram Ads,0.01,6,0
Apr-17,Apr2017_6,45-54,Google banner ads,0.01,4,0
Apr-17,Apr2017_6,45-54,Influencer,0.01,7,0
Apr-17,Apr2017_6,45-54,Facebook ads,0.01,7,0
Apr-17,Apr2017_6,45-54,Email,0.01,4,0
Apr-17,Apr2017_6,45-54,TikTok ads,0.01,3,0
Apr-17,Apr2017_6,55-64,Radio ads,0.01,1,0
Apr-17,Apr2017_6,55-64,Newspaper ads,0.01,2,0
Apr-17,Apr2017_6,55-64,TV ads,0.01,3,0
Apr-17,Apr2017_6,55-64,LinkedIn,0.01,4,0
Apr-17,Apr2017_6,55-64,Instagram Ads,0.01,3,0
Apr-17,Apr2017_6,55-64,Google banner ads,0.01,2,0
Apr-17,Apr2017_6,55-64,Influencer,0.01,3,0
Apr-17,Apr2017_6,55-64,Facebook ads,0.01,7,0
Apr-17,Apr2017_6,55-64,Email,0.01,2,0
Apr-17,Apr2017_6,55-64,TikTok ads,0.01,3,0
Apr-17,Apr2017_6,35-44,Radio ads,0.01,5,0
Apr-17,Apr2017_6,35-44,Newspaper ads,0.01,4,0
Apr-17,Apr2017_6,35-44,TV ads,0.01,4,0
Apr-17,Apr2017_6,35-44,LinkedIn,0.01,7,0
Apr-17,Apr2017_6,35-44,Instagram Ads,0.01,6,0
Apr-17,Apr2017_6,35-44,Google banner ads,0.01,8,0
Apr-17,Apr2017_6,35-44,Influencer,0.01,4,0
Apr-17,Apr2017_6,35-44,Facebook ads,0.01,10,0
Apr-17,Apr2017_6,35-44,Email,0.01,4,0
Apr-17,Apr2017_6,35-44,TikTok ads,0.02,4,0
Apr-17,Apr2017_6,65 and above,Radio ads,0.01,2,0
Apr-17,Apr2017_6,65 and above,Newspaper ads,0.01,2,0
Apr-17,Apr2017_6,65 and above,TV ads,0.01,1,0
Apr-17,Apr2017_6,65 and above,LinkedIn,0.01,4,0
Apr-17,Apr2017_6,65 and above,Instagram Ads,0.01,3,0
Apr-17,Apr2017_6,65 and above,Google banner ads,0.01,4,0
Apr-17,Apr2017_6,65 and above,Influencer,0.01,4,0
Apr-17,Apr2017_6,65 and above,Facebook ads,0.01,3,0
Apr-17,Apr2017_6,65 and above,Email,0,2,0
Apr-17,Apr2017_6,65 and above,TikTok ads,0.01,6,0
Apr-18,Apr2018_1,25-34,Email,0.09,57,124
Apr-18,Apr2018_1,25-34,Google banner ads,0.15,84,248
Apr-18,Apr2018_1,25-34,LinkedIn,0.14,37,82
Apr-18,Apr2018_1,25-34,Radio ads,0.12,45,41
Apr-18,Apr2018_1,25-34,TV ads,0.13,40,124
Apr-18,Apr2018_1,25-34,Sponsored search ads,0.14,41,41
Apr-18,Apr2018_1,35-44,Email,0.08,29,0
Apr-18,Apr2018_1,35-44,Google banner ads,0.14,61,165
Apr-18,Apr2018_1,35-44,LinkedIn,0.13,30,0
Apr-18,Apr2018_1,35-44,Radio ads,0.11,58,124
Apr-18,Apr2018_1,35-44,TV ads,0.12,64,41
Apr-18,Apr2018_1,35-44,Sponsored search ads,0.13,76,165
Apr-18,Apr2018_2,35-44,TikTok ads,0.38,240,539
Apr-18,Apr2018_2,35-44,Google banner ads,0.3,151,207
Apr-18,Apr2018_2,35-44,Sponsored search ads,0.28,170,82
Apr-18,Apr2018_2,35-44,Influencer,0.33,154,248
Apr-18,Apr2018_2,35-44,Email,0.18,87,124
Apr-18,Apr2018_2,35-44,Newspaper ads,0.2,109,41
Apr-18,Apr2018_2,35-44,Radio ads,0.22,91,290
Apr-18,Apr2018_2,35-44,Facebook ads,0.35,118,41
Apr-18,Apr2018_2,35-44,TV ads,0.25,112,414
Apr-18,Apr2018_2,35-44,Instagram Ads,0.33,82,41
Apr-18,Apr2018_2,55-64,TikTok ads,0.29,142,165
Apr-18,Apr2018_2,55-64,Google banner ads,0.23,94,290
Apr-18,Apr2018_2,55-64,Sponsored search ads,0.21,66,165
Apr-18,Apr2018_2,55-64,Influencer,0.25,113,414
Apr-18,Apr2018_2,55-64,Email,0.14,89,165
Apr-18,Apr2018_2,55-64,Newspaper ads,0.15,75,207
Apr-18,Apr2018_2,55-64,Radio ads,0.17,63,41
Apr-18,Apr2018_2,55-64,Facebook ads,0.27,177,331
Apr-18,Apr2018_2,55-64,TV ads,0.19,43,124
Apr-18,Apr2018_2,55-64,Instagram Ads,0.25,123,124
Apr-18,Apr2018_2,18-24,TikTok ads,0.43,103,124
Apr-18,Apr2018_2,18-24,Google banner ads,0.35,222,829
Apr-18,Apr2018_2,18-24,Sponsored search ads,0.32,116,373
Apr-18,Apr2018_2,18-24,Influencer,0.38,159,414
Apr-18,Apr2018_2,18-24,Email,0.2,75,165
Apr-18,Apr2018_2,18-24,Newspaper ads,0.23,82,41
Apr-18,Apr2018_2,18-24,Radio ads,0.26,74,82
Apr-18,Apr2018_2,18-24,Facebook ads,0.4,268,1037
Apr-18,Apr2018_2,18-24,TV ads,0.29,172,207
Apr-18,Apr2018_2,18-24,Instagram Ads,0.38,159,290
Apr-18,Apr2018_2,45-54,TikTok ads,0.32,126,41
Apr-18,Apr2018_2,45-54,Google banner ads,0.25,118,41
Apr-18,Apr2018_2,45-54,Sponsored search ads,0.23,136,373
Apr-18,Apr2018_2,45-54,Influencer,0.28,105,290
Apr-18,Apr2018_2,45-54,Email,0.15,48,41
Apr-18,Apr2018_2,45-54,Newspaper ads,0.17,62,207
Apr-18,Apr2018_2,45-54,Radio ads,0.19,61,124
Apr-18,Apr2018_2,45-54,Facebook ads,0.3,93,124
Apr-18,Apr2018_2,45-54,TV ads,0.21,70,165
Apr-18,Apr2018_2,45-54,Instagram Ads,0.28,127,373
Apr-18,Apr2018_2,25-34,TikTok ads,0.4,131,41
Apr-18,Apr2018_2,25-34,Google banner ads,0.32,172,124
Apr-18,Apr2018_2,25-34,Sponsored search ads,0.3,99,124
Apr-18,Apr2018_2,25-34,Influencer,0.35,196,539
Apr-18,Apr2018_2,25-34,Email,0.19,58,124
Apr-18,Apr2018_2,25-34,Newspaper ads,0.22,117,207
Apr-18,Apr2018_2,25-34,Radio ads,0.24,81,207
Apr-18,Apr2018_2,25-34,Facebook ads,0.38,188,124
Apr-18,Apr2018_2,25-34,TV ads,0.27,141,290
Apr-18,Apr2018_2,25-34,Instagram Ads,0.35,197,207
Apr-18,Apr2018_3,45-54,LinkedIn,0.1,23,41
Apr-18,Apr2018_3,45-54,Radio ads,0.08,29,82
Apr-18,Apr2018_3,45-54,TikTok ads,0.13,82,248
Apr-18,Apr2018_3,45-54,Newspaper ads,0.07,32,82
Apr-18,Apr2018_3,45-54,Sponsored search ads,0.1,33,41
Apr-18,Apr2018_3,45-54,Facebook ads,0.12,50,41
Apr-18,Apr2018_3,45-54,Google banner ads,0.11,27,41
Apr-18,Apr2018_3,45-54,Influencer,0.12,31,82
Apr-18,Apr2018_3,45-54,Instagram Ads,0.12,74,41
Apr-18,Apr2018_3,45-54,TV ads,0.09,38,82
Apr-18,Apr2018_3,55-64,LinkedIn,0.09,31,82
Apr-18,Apr2018_3,55-64,Radio ads,0.07,45,0
Apr-18,Apr2018_3,55-64,TikTok ads,0.12,28,82
Apr-18,Apr2018_3,55-64,Newspaper ads,0.06,42,82
Apr-18,Apr2018_3,55-64,Sponsored search ads,0.09,22,41
Apr-18,Apr2018_3,55-64,Facebook ads,0.11,40,124
Apr-18,Apr2018_3,55-64,Google banner ads,0.1,56,124
Apr-18,Apr2018_3,55-64,Influencer,0.1,37,82
Apr-18,Apr2018_3,55-64,Instagram Ads,0.1,37,0
Apr-18,Apr2018_3,55-64,TV ads,0.08,36,41
Apr-18,Apr2018_3,18-24,LinkedIn,0.13,76,248
Apr-18,Apr2018_3,18-24,Radio ads,0.11,42,82
Apr-18,Apr2018_3,18-24,TikTok ads,0.18,79,124
Apr-18,Apr2018_3,18-24,Newspaper ads,0.1,54,124
Apr-18,Apr2018_3,18-24,Sponsored search ads,0.13,85,207
Apr-18,Apr2018_3,18-24,Facebook ads,0.17,54,41
Apr-18,Apr2018_3,18-24,Google banner ads,0.15,57,82
Apr-18,Apr2018_3,18-24,Influencer,0.16,64,41
Apr-18,Apr2018_3,18-24,Instagram Ads,0.16,105,82
Apr-18,Apr2018_3,18-24,TV ads,0.12,63,0
Apr-18,Apr2018_3,25-34,LinkedIn,0.12,50,41
Apr-18,Apr2018_3,25-34,Radio ads,0.1,40,82
Apr-18,Apr2018_3,25-34,TikTok ads,0.17,84,207
Apr-18,Apr2018_3,25-34,Newspaper ads,0.09,46,124
Apr-18,Apr2018_3,25-34,Sponsored search ads,0.12,77,207
Apr-18,Apr2018_3,25-34,Facebook ads,0.16,41,124
Apr-18,Apr2018_3,25-34,Google banner ads,0.14,88,248
Apr-18,Apr2018_3,25-34,Influencer,0.15,67,82
Apr-18,Apr2018_3,25-34,Instagram Ads,0.15,83,290
Apr-18,Apr2018_3,25-34,TV ads,0.11,59,124
Apr-18,Apr2018_4,45-54,LinkedIn,0.23,150,82
Apr-18,Apr2018_4,45-54,Influencer,0.27,68,207
Apr-18,Apr2018_4,45-54,Newspaper ads,0.16,62,207
Apr-18,Apr2018_4,45-54,TikTok ads,0.31,144,248
Apr-18,Apr2018_4,45-54,TV ads,0.21,53,82
Apr-18,Apr2018_4,45-54,Google banner ads,0.25,86,41
Apr-18,Apr2018_4,45-54,Radio ads,0.18,97,373
Apr-18,Apr2018_4,45-54,Instagram Ads,0.27,105,124
Apr-18,Apr2018_4,55-64,LinkedIn,0.21,54,41
Apr-18,Apr2018_4,55-64,Influencer,0.24,85,124
Apr-18,Apr2018_4,55-64,Newspaper ads,0.15,76,41
Apr-18,Apr2018_4,55-64,TikTok ads,0.28,70,248
Apr-18,Apr2018_4,55-64,TV ads,0.19,109,124
Apr-18,Apr2018_4,55-64,Google banner ads,0.22,114,290
Apr-18,Apr2018_4,55-64,Radio ads,0.17,94,331
Apr-18,Apr2018_4,55-64,Instagram Ads,0.24,93,248
Apr-18,Apr2018_5,65 and above,TikTok ads,0.78,337,414
Apr-18,Apr2018_5,65 and above,Newspaper ads,0.42,197,248
Apr-18,Apr2018_5,65 and above,Instagram Ads,0.67,436,1202
Apr-18,Apr2018_5,65 and above,TV ads,0.52,184,207
Apr-18,Apr2018_5,65 and above,Email,0.36,198,580
Apr-18,Apr2018_5,65 and above,Influencer,0.67,332,871
Apr-18,Apr2018_5,65 and above,Sponsored search ads,0.57,283,497
Apr-18,Apr2018_5,35-44,TikTok ads,1.12,726,1576
Apr-18,Apr2018_5,35-44,Newspaper ads,0.6,140,207
Apr-18,Apr2018_5,35-44,Instagram Ads,0.97,276,456
Apr-18,Apr2018_5,35-44,TV ads,0.75,373,165
Apr-18,Apr2018_5,35-44,Email,0.52,323,829
Apr-18,Apr2018_5,35-44,Influencer,0.97,348,539
Apr-18,Apr2018_5,35-44,Sponsored search ads,0.82,357,456
Apr-18,Apr2018_5,25-34,TikTok ads,1.21,274,124
Apr-18,Apr2018_5,25-34,Newspaper ads,0.64,248,207
Apr-18,Apr2018_5,25-34,Instagram Ads,1.05,246,871
Apr-18,Apr2018_5,25-34,TV ads,0.81,280,622
Apr-18,Apr2018_5,25-34,Email,0.56,172,82
Apr-18,Apr2018_5,25-34,Influencer,1.05,587,497
Apr-18,Apr2018_5,25-34,Sponsored search ads,0.89,209,539
Apr-18,Apr2018_5,45-54,TikTok ads,0.95,219,414
Apr-18,Apr2018_5,45-54,Newspaper ads,0.51,179,248
Apr-18,Apr2018_5,45-54,Instagram Ads,0.82,186,746
Apr-18,Apr2018_5,45-54,TV ads,0.63,289,705
Apr-18,Apr2018_5,45-54,Email,0.44,232,746
Apr-18,Apr2018_5,45-54,Influencer,0.82,410,1327
Apr-18,Apr2018_5,45-54,Sponsored search ads,0.7,297,497
Apr-18,Apr2018_5,55-64,TikTok ads,0.86,514,1866
Apr-18,Apr2018_5,55-64,Newspaper ads,0.46,132,290
Apr-18,Apr2018_5,55-64,Instagram Ads,0.75,398,248
Apr-18,Apr2018_5,55-64,TV ads,0.58,370,871
Apr-18,Apr2018_5,55-64,Email,0.4,207,207
Apr-18,Apr2018_5,55-64,Influencer,0.75,257,207
Apr-18,Apr2018_5,55-64,Sponsored search ads,0.63,217,456
Apr-18,Apr2018_6,45-54,TV ads,0.69,294,746
Apr-18,Apr2018_6,45-54,Facebook ads,0.96,275,580
Apr-18,Apr2018_6,45-54,Instagram Ads,0.89,216,82
Apr-18,Apr2018_6,45-54,Influencer,0.89,467,1825
Apr-18,Apr2018_6,65 and above,TV ads,0.56,324,663
Apr-18,Apr2018_6,65 and above,Facebook ads,0.79,197,82
Apr-18,Apr2018_6,65 and above,Instagram Ads,0.73,217,871
Apr-18,Apr2018_6,65 and above,Influencer,0.73,296,1037
Apr-18,Apr2018_6,55-64,TV ads,0.63,340,871
Apr-18,Apr2018_6,55-64,Facebook ads,0.88,571,705
Apr-18,Apr2018_6,55-64,Instagram Ads,0.82,350,1244
Apr-18,Apr2018_6,55-64,Influencer,0.82,385,497
Apr-18,Apr2018_7,55-64,Facebook ads,0.02,10,0
Apr-18,Apr2018_7,55-64,TV ads,0.01,3,0
Apr-18,Apr2018_7,55-64,Radio ads,0.01,2,0
Apr-18,Apr2018_7,55-64,Google banner ads,0.02,8,0
Apr-18,Apr2018_7,55-64,Newspaper ads,0.01,6,0
Apr-18,Apr2018_7,55-64,Instagram Ads,0.02,7,0
Apr-18,Apr2018_7,55-64,Email,0.01,6,0
Apr-18,Apr2018_7,55-64,Influencer,0.02,10,0
Apr-18,Apr2018_7,65 and above,Facebook ads,0.02,11,0
Apr-18,Apr2018_7,65 and above,TV ads,0.01,8,0
Apr-18,Apr2018_7,65 and above,Radio ads,0.01,7,0
Apr-18,Apr2018_7,65 and above,Google banner ads,0.02,4,0
Apr-18,Apr2018_7,65 and above,Newspaper ads,0.01,6,0
Apr-18,Apr2018_7,65 and above,Instagram Ads,0.02,10,0
Apr-18,Apr2018_7,65 and above,Email,0.01,3,0
Apr-18,Apr2018_7,65 and above,Influencer,0.02,7,0
Apr-18,Apr2018_7,35-44,Facebook ads,0.02,13,0
Apr-18,Apr2018_7,35-44,TV ads,0.02,4,0
Apr-18,Apr2018_7,35-44,Radio ads,0.02,10,0
Apr-18,Apr2018_7,35-44,Google banner ads,0.02,8,0
Apr-18,Apr2018_7,35-44,Newspaper ads,0.02,8,0
Apr-18,Apr2018_7,35-44,Instagram Ads,0.02,6,0
Apr-18,Apr2018_7,35-44,Email,0.01,8,0
Apr-18,Apr2018_7,35-44,Influencer,0.02,8,0
Apr-18,Apr2018_7,45-54,Facebook ads,0.02,14,0
Apr-18,Apr2018_7,45-54,TV ads,0.02,6,0
Apr-18,Apr2018_7,45-54,Radio ads,0.01,9,0
Apr-18,Apr2018_7,45-54,Google banner ads,0.02,9,0
Apr-18,Apr2018_7,45-54,Newspaper ads,0.01,5,0
Apr-18,Apr2018_7,45-54,Instagram Ads,0.02,6,0
Apr-18,Apr2018_7,45-54,Email,0.01,4,0
Apr-18,Apr2018_7,45-54,Influencer,0.02,12,0
Apr-18,Apr2018_7,25-34,Facebook ads,0.03,15,41
Apr-18,Apr2018_7,25-34,TV ads,0.02,12,41
Apr-18,Apr2018_7,25-34,Radio ads,0.02,9,0
Apr-18,Apr2018_7,25-34,Google banner ads,0.02,10,0
Apr-18,Apr2018_7,25-34,Newspaper ads,0.02,3,0
Apr-18,Apr2018_7,25-34,Instagram Ads,0.02,8,0
